dept,title,race,gender,experience_level,experience,salary
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,16.1,61643.0
Public Works & Engineering-PWE,MANAGING ENGINEER,Asian,Male,Veteran,26.0,114671.0
Public Works & Engineering-PWE,INSPECTOR,Black,Male,Experienced,5.4,43264.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,11.8,60347.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,23.3,81239.0
Public Works & Engineering-PWE,FIELD SUPERVISOR,Black,Male,Veteran,26.8,49608.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,33.5,
Houston Airport System (HAS),SPECIAL SERVICE REPRESENTATIVE,Asian,Male,Novice,1.4,32323.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,13.7,62540.0
Health & Human Services,STAFF PHARMACIST,Black,Female,Experienced,14.3,83466.0
Public Works & Engineering-PWE,SENIOR BUYER,Black,Female,Experienced,10.5,47008.0
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,Hispanic,Male,Novice,1.1,28024.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,31.7,66614.0
Health & Human Services,SENIOR CLERK,Hispanic,Female,Veteran,18.5,26125.0
Public Works & Engineering-PWE,CHEMIST II,Asian,Male,Novice,1.2,47840.0
Health & Human Services,ENVIRONMENTAL INVESTIGATOR III,Black,Male,Veteran,29.3,55806.0
Houston Airport System (HAS),PROJECT MANAGER,Hispanic,Male,Experienced,13.2,76097.0
Health & Human Services,STAFF EPIDEMIOLOGIST,Asian,Female,Experienced,6.9,48672.0
Public Works & Engineering-PWE,CUSTOMER SERVICE REPRESENTATIVE III,Hispanic,Male,Veteran,21.8,36629.0
Houston Police Department-HPD,POLICE OFFICER,Black,Male,Novice,1.8,43443.0
Public Works & Engineering-PWE,SENIOR INVENTORY MANAGEMENT CLERK,Hispanic,Male,Experienced,9.7,28766.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,24.4,81239.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,9.4,55461.0
Public Works & Engineering-PWE,ADMINISTRATIVE ASSISTANT,Black,Female,Novice,2.1,38750.0
Houston Fire Department (HFD),CAPTAIN,Hispanic,Male,Experienced,14.9,66523.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,32.0,
Houston Fire Department (HFD),ENGINEER/OPERATOR,Black,Male,Veteran,20.5,63166.0
Public Works & Engineering-PWE,SEMI-SKILLED LABORER,Black,Female,Novice,0.7,27352.0
Public Works & Engineering-PWE,TECHNICAL HARDWARE ANALYST III,Hispanic,Male,Experienced,7.8,57200.0
Houston Fire Department (HFD),CAPTAIN,Hispanic,Male,Veteran,18.9,70181.0
Parks & Recreation,RECREATION ASSISTANT,White,Female,Novice,3.6,
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,14.1,55437.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Veteran,19.4,61226.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Novice,0.8,29557.0
Houston Fire Department (HFD),SENIOR CAPTAIN,White,Male,Veteran,30.7,78355.0
Houston Airport System (HAS),CHIEF ARCHITECT,Hispanic,Male,Novice,1.3,115416.0
Houston Police Department-HPD,SENIOR POLICE TELECOMMUNICATOR,Black,Female,Experienced,9.2,43722.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Veteran,26.7,61226.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Veteran,32.8,39666.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,23.1,66614.0
Houston Airport System (HAS),EQUIPMENT OPERATOR I,Black,Male,Experienced,10.6,29453.0
Health & Human Services,FINANCIAL ANALYST IV,Black,Female,Novice,4.2,68432.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,40.2,
Health & Human Services,SANITARIAN II,Black,Male,Novice,2.9,47050.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Experienced,10.2,61921.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,31.7,66614.0
Houston Airport System (HAS),SEMI-SKILLED LABORER,Hispanic,Female,Experienced,7.4,32906.0
Houston Police Department-HPD,SENIOR POLICE SERVICE OFFICER,White,Female,Veteran,23.9,30888.0
Public Works & Engineering-PWE,FACILITIES TECHNICIAN I,Black,Male,Novice,1.5,31158.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,24.6,66614.0
Public Works & Engineering-PWE,INSPECTOR,White,Male,Novice,4.2,53123.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Veteran,23.5,61226.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Black,Male,Veteran,16.7,62540.0
Parks & Recreation,EQUIPMENT WORKER,White,Male,Novice,2.1,29307.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,34.0,
Health & Human Services,BREASTFEEDING PEER COUNSELOR,Hispanic,Female,Novice,1.8,27310.0
Houston Fire Department (HFD),FIRE FIGHTER TRAINEE,,Male,Novice,0.7,28024.0
Public Works & Engineering-PWE,ENGINEER,White,Female,Veteran,18.7,83036.0
Houston Police Department-HPD,POLICE SERGEANT,Hispanic,Male,Veteran,22.6,81239.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Hispanic,Male,Veteran,18.4,63166.0
Parks & Recreation,ASSISTANT SUPERINTENDENT,Hispanic,Male,Veteran,22.7,47466.0
Houston Police Department-HPD,JAIL ATTENDANT,Black,Female,Experienced,8.6,37211.0
Health & Human Services,NUTRITIONIST CONSULTANT,Native American,Female,Veteran,17.2,58855.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,Black,Female,Veteran,20.0,63166.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,9.8,61921.0
Health & Human Services,SURVEILLANCE INVESTIGATOR EPIDEMIOLOGY,Black,Female,Veteran,17.3,38563.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,31.7,81239.0
Public Works & Engineering-PWE,PUBLIC WORKS MAINTENANCE MANAGER,Black,Male,Veteran,27.3,83734.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,14.4,55437.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Novice,4.6,48190.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,15.8,66523.0
Houston Airport System (HAS),MAINTENANCE MECHANIC III,White,Male,Experienced,6.8,39707.0
Houston Airport System (HAS),SUPERINTENDENT,Black,Male,Veteran,20.0,75462.0
Houston Fire Department (HFD),FIRE FIGHTER,White,Male,Experienced,14.5,55437.0
Public Works & Engineering-PWE,UTILITY WORKER,Asian,Male,Novice,1.3,28995.0
Houston Police Department-HPD,"POLICE OFFICER,PROBATIONARY",Black,Male,Novice,1.4,42000.0
Public Works & Engineering-PWE,UTILITY WORKER,Hispanic,Male,Veteran,17.4,39666.0
Health & Human Services,ADMINISTRATION MANAGER,Black,Female,Experienced,10.5,87222.0
Houston Police Department-HPD,POLICE OFFICER,Black,Female,Novice,4.6,47650.0
Houston Police Department-HPD,JAIL ATTENDANT,Black,Female,Novice,4.2,35838.0
Houston Airport System (HAS),LABORER,Black,Male,Experienced,10.3,26125.0
Houston Fire Department (HFD),CAPTAIN,White,Male,Veteran,15.7,66523.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Male,Experienced,9.6,55461.0
Houston Police Department-HPD,POLICE SERGEANT,Black,Male,Veteran,22.6,81239.0
Houston Airport System (HAS),LABORER,Black,Female,Experienced,9.3,26125.0
Houston Police Department-HPD,SENIOR PAYROLL CLERK,Hispanic,Female,Experienced,8.5,34216.0
Houston Fire Department (HFD),INVESTIGATOR,White,Male,Experienced,13.7,66523.0
Houston Police Department-HPD,SENIOR CUSTOMER SERVICE CLERK,Black,Female,Novice,2.3,33550.0
Health & Human Services,SENIOR PUBLIC HEALTH EDUCATOR,Asian,Female,Novice,1.0,44366.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,25.3,66614.0
Houston Police Department-HPD,CUSTOMER SERVICE CLERK,Black,Female,Experienced,9.2,26250.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,7.6,55461.0
Public Works & Engineering-PWE,SENIOR PLAN ANALYST,Black,Male,Novice,1.2,51584.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Female,Veteran,21.1,66614.0
Public Works & Engineering-PWE,FIELD SUPERVISOR,Black,Male,Experienced,10.4,41267.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,39.1,
Houston Airport System (HAS),ASSISTANT DIRECTOR (EXECUTIVE LEVEL),White,Female,Veteran,23.8,128606.0
Public Works & Engineering-PWE,DIVISION MANAGER,Black,Female,Experienced,11.5,93089.0
Houston Airport System (HAS),SENIOR REGULATORY INVESTIGATOR,Hispanic,Male,Veteran,24.9,43826.0
Public Works & Engineering-PWE,ADMINISTRATIVE SPECIALIST,Black,Male,Veteran,15.1,56489.0
Parks & Recreation,ADMINISTRATIVE ASSISTANT,Hispanic,Female,Veteran,28.1,41330.0
Houston Police Department-HPD,POLICE OFFICER,Black,Female,Novice,4.6,47650.0
Public Works & Engineering-PWE,TECHNICAL HARDWARE ANALYST I,White,Female,Novice,3.2,39666.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,9.0,55461.0
Houston Police Department-HPD,SENIOR MICROCOMPUTER ANALYST,Hispanic,Male,Experienced,7.7,62481.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Experienced,9.2,55461.0
Houston Police Department-HPD,JAIL ATTENDANT,Black,Female,Experienced,8.5,37461.0
Public Works & Engineering-PWE,UTILITY WORKER,Black,Male,Experienced,10.8,37606.0
Public Works & Engineering-PWE,SENIOR UTILITY MECHANIC,Hispanic,Male,Experienced,9.2,36962.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Female,Veteran,35.2,66614.0
Houston Fire Department (HFD),ADMINISTRATIVE SPECIALIST,Black,Female,Experienced,9.8,52000.0
Public Works & Engineering-PWE,INSPECTOR,Black,Male,Novice,1.4,43264.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Experienced,8.8,55461.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,34.4,
Houston Police Department-HPD,ADMINISTRATIVE SPECIALIST,Black,Female,Experienced,7.0,47996.0
Houston Police Department-HPD,SYSTEMS SUPPORT ANALYST IV,White,Male,Veteran,18.8,78286.0
Health & Human Services,MANAGEMENT ANALYST IV,White,Female,Novice,3.1,65338.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,39.1,
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,26.5,66614.0
Houston Police Department-HPD,POLICE OFFICER,Hispanic,Female,Novice,3.1,45279.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Veteran,26.0,63166.0
Public Works & Engineering-PWE,SENIOR PROJECT MANAGER,White,Male,Experienced,8.3,77325.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Black,Male,Veteran,23.6,66614.0
Houston Airport System (HAS),GROUND TRANSPORTATION REPRESENTATIVE,Asian,Female,Veteran,23.6,32157.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Novice,3.5,45279.0
Houston Police Department-HPD,POLICE SERVICE OFFICER,Black,Female,Experienced,5.1,27914.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,Hispanic,Male,Veteran,23.1,66614.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,33.2,
Houston Fire Department (HFD),CAPTAIN,Black,Male,Veteran,22.3,70181.0
Houston Fire Department (HFD),FIRE FIGHTER,Black,Male,Experienced,12.9,55437.0
Houston Fire Department (HFD),ENGINEER/OPERATOR,White,Male,Experienced,10.2,61921.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Experienced,15.0,77076.0
Houston Police Department-HPD,SENIOR POLICE OFFICER,White,Male,Veteran,39.5,
Public Works & Engineering-PWE,EQUIPMENT WORKER,Black,Male,Veteran,32.0,37211.0
Parks & Recreation,BUILDING MAINTENANCE SUPERVISOR,Black,Female,Veteran,21.1,30347.0
Houston Police Department-HPD,MOBILITY SERVICE OFFICER,Hispanic,Female,Experienced,11.2,44429.0
Houston Airport System (HAS),SECURITY OFFICER,Hispanic,Male,Novice,5.0,29286.0
Houston Police Department-HPD,POLICE SERGEANT,White,Male,Veteran,34.6,81239.0
Houston Police Department-HPD,POLICE CAPTAIN,Black,Male,Veteran,33.8,104455.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Novice,2.5,43443.0
Houston Fire Department (HFD),COMMUNICATIONS CAPTAIN,Black,Male,Experienced,13.2,66523.0
Houston Police Department-HPD,POLICE OFFICER,White,Male,Novice,2.1,43443.0
Houston Police Department-HPD,POLICE OFFICER,Asian,Male,Experienced,7.9,55461.0
Houston Fire Department (HFD),FIRE FIGHTER,Hispanic,Male,Experienced,7.9,51194.0
